Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9NDH7	GLY2_CAEEL	reviewed	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (EC 2.4.1.155) (GlcNAc-TV) (Glycosylation-related protein 2) (N-acetylglucosaminyltransferase gly-2)	gly-2 C55B7.2	Caenorhabditis elegans	669
P50432	GLYC_CAEEL	reviewed	Serine hydroxymethyltransferase (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Glycosylation-related protein 1) (Maternal effect lethal protein 32) (Serine methylase)	mel-32 gly-1 C05D11.11	Caenorhabditis elegans	507
Q18801	GMD1_CAEEL	reviewed	GDP-mannose 4,6 dehydratase 1 (EC 4.2.1.47) (Bacillus thuringiensis toxin-resistant protein 1) (Bt toxin-resistant protein 1) (GDP-D-mannose dehydratase) (GMD)	bre-1 gmd-1 C53B4.7	Caenorhabditis elegans	399
O45583	GMD2_CAEEL	reviewed	GDP-mannose 4,6 dehydratase 2 (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	gmd-2 F56H6.5	Caenorhabditis elegans	382
A3QMC8	GMPPB_CAEEL	reviewed	Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)	tag-335 C42C1.5	Caenorhabditis elegans	365
O16294	GMPR_CAEEL	reviewed	Probable GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	F32D1.5	Caenorhabditis elegans	358
Q17427	GNA1_CAEEL	reviewed	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	gna-1 B0024.12	Caenorhabditis elegans	165
P51875	GNAO_CAEEL	reviewed	Guanine nucleotide-binding protein G(o) subunit alpha	goa-1 C26C6.2	Caenorhabditis elegans	354
Q21086	GNL3_CAEEL	reviewed	Guanine nucleotide-binding protein-like 3 homolog (Nucleostemin-1)	nst-1 K01C8.9	Caenorhabditis elegans	556
Q9XVJ2	GNPI_CAEEL	reviewed	Probable glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase) (GNPDA) (GlcN6P deaminase)	T03F6.3	Caenorhabditis elegans	267
Q9XTQ5	GOB1_CAEEL	reviewed	Trehalose-phosphatase (EC 3.1.3.12) (Trehalose-6-phosphate phosphatase) (TPP)	gob-1 H13N06.3	Caenorhabditis elegans	468
P90970	GOGA5_CAEEL	reviewed	Golgin-84	T24B1.1	Caenorhabditis elegans	530
Q19791	GON1_CAEEL	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs gon-1 (ADAMTS gon-1) (EC 3.4.24.-) (Abnormal gonad development protein 1)	gon-1 F25H8.3	Caenorhabditis elegans	2150
P46578	GOP1_CAEEL	reviewed	Protein CLEC16A homolog	gop-1 C34E10.3	Caenorhabditis elegans	892
Q95ZW1	GOSR1_CAEEL	reviewed	Golgi SNAP receptor complex member 1 (28 kDa Golgi SNARE protein) (GOS-28)	gos-28 gosr-1 gs28 F08F8.8	Caenorhabditis elegans	234
Q20263	GOT1_CAEEL	reviewed	Probable Golgi transport protein 1	F41C3.4	Caenorhabditis elegans	141
P41941	GOSR2_CAEEL	reviewed	Probable Golgi SNAP receptor complex member 2	gosr-2.1 B0272.2	Caenorhabditis elegans	213
Q9BIG4	GPA10_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-10 subunit	gpa-10 C55H1.2	Caenorhabditis elegans	356
O76584	GPA11_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-11 subunit	gpa-11 C16A11.1	Caenorhabditis elegans	363
Q9XTB2	GPA13_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-13 subunit	gpa-13 F18E2.5	Caenorhabditis elegans	348
Q19572	GPA12_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-12 subunit	gpa-12 F18G5.3	Caenorhabditis elegans	355
P91907	GPA15_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-15 subunit	gpa-15 M04C7.1	Caenorhabditis elegans	356
Q18434	GPA17_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-17 subunit (Odorant response abnormal protein 3)	odr-3 C34D1.3	Caenorhabditis elegans	356
Q9N2V6	GPA16_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-16 subunit	gpa-16 spn-1 Y95B8A.5	Caenorhabditis elegans	357
Q9BIG2	GPA14_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-14 subunit	gpa-14 B0207.3	Caenorhabditis elegans	408
P28051	GPA1_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-1 subunit	gpa-1 T19C4.6	Caenorhabditis elegans	357
P28052	GPA3_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-3 subunit	gpa-3 E02C12.5	Caenorhabditis elegans	354
Q9BIG5	GPA4_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-4 subunit	gpa-4 T07A9.7	Caenorhabditis elegans	359
Q20701	GPA5_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-5 subunit	gpa-5 F53B1.7	Caenorhabditis elegans	385
Q93743	GPA6_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-6 subunit	gpa-6 F48C11.1	Caenorhabditis elegans	364
Q21917	GPA7_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-7 subunit	gpa-7 R10H10.5	Caenorhabditis elegans	352
P22454	GPA2_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-2 subunit	gpa-2 F38E1.5	Caenorhabditis elegans	356
Q20907	GPA8_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-8 subunit	gpa-8 F56H9.3	Caenorhabditis elegans	364
Q20910	GPA9_CAEEL	reviewed	Guanine nucleotide-binding protein alpha-9 subunit	gpa-9 F56H9.4	Caenorhabditis elegans	374
Q09655	GPAN1_CAEEL	reviewed	G patch domain and ankyrin repeat-containing protein 1 homolog	ZK1320.7	Caenorhabditis elegans	371
Q21407	GPCP1_CAEEL	reviewed	Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 1 (EC 3.1.-.-)	K10B3.6	Caenorhabditis elegans	690
Q10003	GPCP2_CAEEL	reviewed	Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 2 (EC 3.1.-.-)	T05H10.7	Caenorhabditis elegans	796
P34517	GPDH2_CAEEL	reviewed	Probable glycerol-3-phosphate dehydrogenase 2 (EC 1.1.1.8)	gpdh-2 K11H3.1	Caenorhabditis elegans	392
P90795	GPDM_CAEEL	reviewed	Probable glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3)	T25G3.4	Caenorhabditis elegans	722
P49048	GPI8_CAEEL	reviewed	Putative GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	T05E11.6	Caenorhabditis elegans	319
G5EFZ1	GPMI_CAEEL	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (iPGM) (EC 5.4.2.12) (Cofactor-independent phosphoglycerate mutase homolog)	ipgm-1 F57B10.3	Caenorhabditis elegans	539
P46577	GPN1_CAEEL	reviewed	GPN-loop GTPase 1 (EC 3.6.5.-) (Gro-1 operon protein 2) (XPA-binding protein 1 homolog)	gop-2 C34E10.2	Caenorhabditis elegans	355
Q95QJ7	GPR1_CAEEL	reviewed	G-protein regulator 1	gpr-1 F22B7.13	Caenorhabditis elegans	525
Q03569	GPR2_CAEEL	reviewed	G-protein regulator 2	gpr-2 C38C10.4	Caenorhabditis elegans	525
Q21827	GPTC1_CAEEL	reviewed	G patch domain-containing protein 1 homolog	R07E5.1	Caenorhabditis elegans	812
O02621	GPX1_CAEEL	reviewed	Glutathione peroxidase 1 (EC 1.11.1.9)	gpx-1 F26E4.12	Caenorhabditis elegans	163
O62327	GPX2_CAEEL	reviewed	Glutathione peroxidase 2 (EC 1.11.1.9)	gpx-2 R05H10.5	Caenorhabditis elegans	163
Q95003	GPX3_CAEEL	reviewed	Glutathione peroxidase 3 (EC 1.11.1.9)	gpx-3 C11E4.2	Caenorhabditis elegans	224
Q09537	GRK1_CAEEL	reviewed	G protein-coupled receptor kinase 1 (EC 2.7.11.16)	grk-1 F19C6.1	Caenorhabditis elegans	642
Q09639	GRK2_CAEEL	reviewed	G protein-coupled receptor kinase 2 (EC 2.7.11.16)	grk-2 W02B3.2	Caenorhabditis elegans	707
Q09630	GRM1_CAEEL	reviewed	Probable metabotropic glutamate receptor mgl-1	mgl-1 ZC506.4	Caenorhabditis elegans	999
P34512	GRP1_CAEEL	reviewed	GTP exchange factor for ARFs 1	grp-1 K06H7.4	Caenorhabditis elegans	393
Q18421	GRPE_CAEEL	reviewed	GrpE protein homolog, mitochondrial	C34C12.8	Caenorhabditis elegans	237
Q09445	GRTP6_CAEEL	reviewed	Growth hormone-regulated TBC protein 6 (TBC1 domain family member 6)	tbc-6 C04A2.1	Caenorhabditis elegans	330
Q9NEU5	GSCR2_CAEEL	reviewed	Uncharacterized protein Y39B6A.33	Y39B6A.33	Caenorhabditis elegans	438
Q20117	GSH1_CAEEL	reviewed	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gcs-1 F37B12.2	Caenorhabditis elegans	654
P30635	GSHR_CAEEL	reviewed	Probable glutathione reductase 2 (GR) (GRase) (EC 1.8.1.7)	trxr-2 ZK637.10	Caenorhabditis elegans	503
Q9U2Q9	GSK3_CAEEL	reviewed	Glycogen synthase kinase-3 (EC 2.7.11.26)	gsk-3 sgg-1 Y18D10A.5	Caenorhabditis elegans	362
Q19459	GSLG1_CAEEL	reviewed	Golgi apparatus protein 1 homolog	F14E5.2	Caenorhabditis elegans	1149
Q09607	GST36_CAEEL	reviewed	Probable glutathione S-transferase gst-36 (EC 2.5.1.18) (GST class-sigma)	gst-36 R07B1.4	Caenorhabditis elegans	210
O16116	GST3_CAEEL	reviewed	Glutathione S-transferase 3 (EC 2.5.1.18) (CeGST3) (GST class-sigma)	gst-3 K08F4.11	Caenorhabditis elegans	207
O16115	GST2_CAEEL	reviewed	Glutathione S-transferase 2 (EC 2.5.1.18) (CeGST2) (GST class-sigma)	gst-2 K08F4.6	Caenorhabditis elegans	188
Q09596	GST5_CAEEL	reviewed	Probable glutathione S-transferase 5 (EC 2.5.1.18) (GST class-sigma)	gst-5 R03D7.6	Caenorhabditis elegans	207
P91252	GST6_CAEEL	reviewed	Probable glutathione S-transferase 6 (EC 2.5.1.18) (GST class-sigma)	gst-6 F11G11.3	Caenorhabditis elegans	206
P91254	GST8_CAEEL	reviewed	Probable glutathione S-transferase 8 (EC 2.5.1.18) (GST class-sigma)	gst-8 F11G11.1	Caenorhabditis elegans	206
Q21355	GST4_CAEEL	reviewed	Glutathione S-transferase 4 (EC 2.5.1.18) (CeGST1) (GST class-sigma)	gst-4 K08F4.7	Caenorhabditis elegans	207
P91253	GST7_CAEEL	reviewed	Probable glutathione S-transferase 7 (EC 2.5.1.18) (GST class-sigma)	gst-7 F11G11.2	Caenorhabditis elegans	206
Q21743	GST9_CAEEL	reviewed	Probable glutathione S-transferase 9 (EC 2.5.1.18) (GST class-sigma)	gst-9 R05F9.5	Caenorhabditis elegans	206
Q09652	GSTK1_CAEEL	reviewed	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST class-kappa)	gstk-1 ZK1320.1	Caenorhabditis elegans	226
Q18973	GSTK2_CAEEL	reviewed	Glutathione s-transferase kappa 2 (EC 2.5.1.18)	gstk-2 D2024.7	Caenorhabditis elegans	225
P34345	GSTO1_CAEEL	reviewed	Glutathione transferase omega-1 (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2)	gsto-1 C29E4.7	Caenorhabditis elegans	250
P10299	GSTP1_CAEEL	reviewed	Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi)	gst-1 R107.7	Caenorhabditis elegans	208
P34277	GSTO2_CAEEL	reviewed	Probable glutathione transferase omega-2 (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2)	gsto-2 C02D5.3	Caenorhabditis elegans	254
Q9N4X8	GSTPA_CAEEL	reviewed	Glutathione S-transferase P 10 (EC 2.5.1.18) (GST 5.4) (GST class-pi) (GSTP2-2)	gst-10 Y45G12C.2	Caenorhabditis elegans	210
Q09580	GUAA_CAEEL	reviewed	Probable GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (Glutamine amidotransferase)	gmps-1 M106.4	Caenorhabditis elegans	745
P34617	GUF1_CAEEL	reviewed	Translation factor GUF1 homolog, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	ZK1236.1	Caenorhabditis elegans	645
H2KYQ5	GYG1_CAEEL	reviewed	Glycogenin-1 (GN) (EC 2.4.1.186)	gyg-1 F56B6.4	Caenorhabditis elegans	429
Q9U2D9	GYS_CAEEL	reviewed	Glycogen [starch] synthase (GS) (EC 2.4.1.11)	gsy-1 Y46G5A.31	Caenorhabditis elegans	672
P10771	H11_CAEEL	reviewed	Histone H1.1	his-24 M163.3	Caenorhabditis elegans	208
P15796	H12_CAEEL	reviewed	Histone H1.2 (Histone H1-like protein 2)	hil-2 Y73B6BL.9	Caenorhabditis elegans	191
Q19743	H13_CAEEL	reviewed	Histone H1.3 (Histone H1-like protein 3)	hil-3 F22F1.1	Caenorhabditis elegans	208
O17536	H14_CAEEL	reviewed	Histone H1.4 (Histone H1-like protein 4)	hil-4 C18G1.5	Caenorhabditis elegans	253
O01833	H15_CAEEL	reviewed	Histone H1.5 (Histone H1-like protein 5)	hil-5 B0414.3	Caenorhabditis elegans	225
O16277	H16_CAEEL	reviewed	Putative histone H1.6 (Histone H1-like protein 6)	hil-6 F59A7.4	Caenorhabditis elegans	190
Q18336	H1X_CAEEL	reviewed	Histone H1.X (Histone H1-like protein 1)	hil-1 C30G7.1	Caenorhabditis elegans	232
Q27511	H2AV_CAEEL	reviewed	Histone H2A.V (H2A.F/Z)	htz-1 R08C7.3	Caenorhabditis elegans	140
P09588	H2A_CAEEL	reviewed	Histone H2A	his-3 T10C6.12; his-7 F45F2.4; his-12 ZK131.6; his-16 ZK131.10; his-19 K06C4.11; his-21 K06C4.3; his-30 F35H10.1; his-33 F17E9.13; his-43 F08G2.2; his-47 B0035.7; his-51 F07B7.10; his-53 F07B7.3; his-57 F54E12.5; his-61 F55G1.10; his-65 H02I12.7; his-68 T23D8.6	Caenorhabditis elegans	127
P04255	H2B1_CAEEL	reviewed	Histone H2B 1	his-11 ZK131.5; his-15 ZK131.9; his-29 F35H10.11; his-34 F17E9.9; his-44 F08G2.1	Caenorhabditis elegans	122
Q27894	H2B2_CAEEL	reviewed	Histone H2B 2	his-4 T10C6.11; his-8 F45F2.12; his-20 K06C4.4; his-22 K06C4.12; his-52 F07B7.4; his-54 F07B7.11	Caenorhabditis elegans	123
Q27484	H2B3_CAEEL	reviewed	Probable histone H2B 3	his-41 C50F4.5	Caenorhabditis elegans	123
Q27876	H2B4_CAEEL	reviewed	Probable histone H2B 4	his-48 B0035.8; his-58 F54E12.4; his-62 F55G1.3; his-66 H02I12.6	Caenorhabditis elegans	123
Q9U281	H332_CAEEL	reviewed	Histone H3.3 type 2	his-72 Y49E10.6	Caenorhabditis elegans	136
Q10453	H331_CAEEL	reviewed	Histone H3.3 type 1	his-71 F45E1.6	Caenorhabditis elegans	136
Q27532	H33L2_CAEEL	reviewed	Histone H3.3-like type 2	his-74 W05B10.1	Caenorhabditis elegans	136
Q27490	H33L1_CAEEL	reviewed	Histone H3.3-like type 1	his-70 E03A3.4	Caenorhabditis elegans	134
Q27489	H33L3_CAEEL	reviewed	Putative histone H3.3-like type 3	his-69 E03A3.3	Caenorhabditis elegans	127
P08898	H3_CAEEL	reviewed	Histone H3	his-2 T10C6.13; his-6 F45F2.13; his-9 ZK131.3; his-13 ZK131.7; his-17 K06C4.5; his-25 ZK131.2; his-27 K06C4.13; his-32 F17E9.10; his-42 F08G2.3; his-45 B0035.10; his-49 F07B7.5; his-55 F54E12.1; his-59 F55G1.2; his-63 F22B3.2	Caenorhabditis elegans	136
P62784	H4_CAEEL	reviewed	Histone H4	his-1 T10C6.14; his-5 F45F2.3; his-10 ZK131.4; his-14 ZK131.8; his-18 K06C4.10; his-26 ZK131.1; his-28 K06C4.2; his-31 F17E9.12; his-37 C50F4.7; his-38 K03A1.6; his-46 B0035.9; his-50 F07B7.9; his-56 F54E12.3; his-60 F55G1.11; his-64 F22B3.1; his-67 T23D8.5	Caenorhabditis elegans	103
O17040	HACD_CAEEL	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase hpo-8 (EC 4.2.1.134) (Probable 3-hydroxyacyl-CoA dehydratase)	hpo-8 T15B7.2	Caenorhabditis elegans	218
Q09254	HAR1_CAEEL	reviewed	Hemiasterlin resistant protein 1	har-1 C16C10.11	Caenorhabditis elegans	154
Q9XYD3	HBL1_CAEEL	reviewed	Hunchback-like protein	hbl-1 F13D11.2	Caenorhabditis elegans	982
P34439	HCDH1_CAEEL	reviewed	Probable 3-hydroxyacyl-CoA dehydrogenase F54C8.1 (EC 1.1.1.35)	F54C8.1	Caenorhabditis elegans	298
P41938	HCDH2_CAEEL	reviewed	Probable 3-hydroxyacyl-CoA dehydrogenase B0272.3 (EC 1.1.1.35)	B0272.3	Caenorhabditis elegans	309
P34440	HCP3L_CAEEL	reviewed	Histone H3-like centromeric protein cpar-1 (CENP-A-related protein 1) (Centromeric protein A related)	cpar-1 F54C8.2	Caenorhabditis elegans	261
P34470	HCP3_CAEEL	reviewed	Histone H3-like centromeric protein hcp-3 (CENP-A homolog) (CeCENP-A) (Holocentric chromosome-binding protein 3)	hcp-3 F58A4.3	Caenorhabditis elegans	288
O17695	HDA1_CAEEL	reviewed	Histone deacetylase 1 (EC 3.5.1.98)	hda-1 C53A5.3	Caenorhabditis elegans	461
Q09440	HDA2_CAEEL	reviewed	Putative histone deacetylase 2 (EC 3.5.1.98)	hda-2 C08B11.2	Caenorhabditis elegans	507
Q20296	HDA6_CAEEL	reviewed	Histone deacetylase 6 (EC 3.5.1.98)	hda-6 F41H10.6	Caenorhabditis elegans	955
O17323	HDA4_CAEEL	reviewed	Histone deacetylase 4 (EC 3.5.1.98) (CeHDA-7) (Histone deacetylase 7)	hda-4 hda-7 C10E2.3	Caenorhabditis elegans	869
Q23495	HEAT1_CAEEL	reviewed	HEAT repeat-containing protein 1 homolog (Target of erk kinase protein 1)	toe-1 ZK430.1	Caenorhabditis elegans	1650
O17271	HEH1_CAEEL	reviewed	Putative protein heh-1	heh-1 R148.6	Caenorhabditis elegans	154
P34704	HER1_CAEEL	reviewed	Protein her-1 (Hermaphrodization of XO animals protein 1)	her-1 ZK287.8	Caenorhabditis elegans	175
Q22492	HEXA_CAEEL	reviewed	Beta-hexosaminidase A (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	hex-1 T14F9.3	Caenorhabditis elegans	555
Q9Y041	HGD_CAEEL	reviewed	Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	hgo-1 W06D4.1	Caenorhabditis elegans	437
G5EGD2	HIF1_CAEEL	reviewed	Hypoxia-inducible factor 1 (Hypoxia-induced factor 1)	hif-1 F38A6.3	Caenorhabditis elegans	719
Q23405	HIM14_CAEEL	reviewed	MutS protein homolog him-14 (High incidence of males protein 14) (MutS protein homolog 4)	him-14 msh-4 ZK1127.11	Caenorhabditis elegans	842
P53795	HINT_CAEEL	reviewed	Histidine triad nucleotide-binding protein 1	hint-1 F21C3.3	Caenorhabditis elegans	130
Q8MQ70	HIPK_CAEEL	reviewed	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1)	hpk-1 F20B6.8	Caenorhabditis elegans	846
Q09589	HIRA_CAEEL	reviewed	Protein HIRA homolog	K10D2.1	Caenorhabditis elegans	935
Q21882	HIUH1_CAEEL	reviewed	Probable 5-hydroxyisourate hydrolase R09H10.3 (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-like protein R09H10.3)	R09H10.3	Caenorhabditis elegans	135
O44578	HIUH2_CAEEL	reviewed	Probable 5-hydroxyisourate hydrolase ZK697.8 (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-like protein ZK697.8)	ZK697.8	Caenorhabditis elegans	136
Q9XUC4	HKE41_CAEEL	reviewed	Histidine-rich membrane protein KE4 homolog 1	hke-4.1 T28F3.3	Caenorhabditis elegans	393
Q9XTQ7	HKE42_CAEEL	reviewed	Histidine-rich membrane protein KE4 homolog 2	hke-4.2 H13N06.5	Caenorhabditis elegans	462
Q20561	HLH13_CAEEL	reviewed	Helix-loop-helix protein 13 (Fer3-like protein) (Nephew of atonal 3)	hlh-13 cnato3 ferd-3l F48D6.3	Caenorhabditis elegans	147
P34555	HLH4_CAEEL	reviewed	Helix-loop-helix protein 4	hlh-4 T05G5.2	Caenorhabditis elegans	205
P90953	HLH34_CAEEL	reviewed	Helix-loop-helix 34	hlh-34 T01D3.2	Caenorhabditis elegans	322
P34474	HLH11_CAEEL	reviewed	Helix-loop-helix protein 11	hlh-11 F58A4.7	Caenorhabditis elegans	431
Q18053	HLH26_CAEEL	reviewed	Helix-loop-helix protein 26	hlh-26 C17C3.8	Caenorhabditis elegans	210
Q10007	HLH6_CAEEL	reviewed	Helix-loop-helix protein 6	hlh-6 T15H9.3	Caenorhabditis elegans	268
G5ECT8	HM02_CAEEL	reviewed	Homeobox protein ceh-2	ceh-2 C27A12.5	Caenorhabditis elegans	209
P20269	HM05_CAEEL	reviewed	Homeobox protein ceh-5	ceh-5 C16C2.1	Caenorhabditis elegans	134
P20268	HM06_CAEEL	reviewed	Homeobox protein ceh-6	ceh-6 K02B12.1	Caenorhabditis elegans	380
P20270	HM07_CAEEL	reviewed	Homeobox protein ceh-7	ceh-7 C34C6.8	Caenorhabditis elegans	84
P56407	HM09_CAEEL	reviewed	Homeobox protein ceh-9	ceh-9 Y65B4BR.9	Caenorhabditis elegans	147
Q94398	HM08_CAEEL	reviewed	Homeobox protein ceh-8	ceh-8 ZK265.4	Caenorhabditis elegans	276
P53547	HM01_CAEEL	reviewed	Homeobox protein ceh-1 (Fragment)	ceh-1 F16H11.4	Caenorhabditis elegans	132
P41935	HM10_CAEEL	reviewed	Homeobox protein ceh-10	ceh-10 W03A3.1	Caenorhabditis elegans	344
P17487	HM12_CAEEL	reviewed	Homeobox protein ceh-12	ceh-12 F33D11.4	Caenorhabditis elegans	180
P17488	HM13_CAEEL	reviewed	Homeobox protein ceh-13	ceh-13 R13A5.5	Caenorhabditis elegans	202
P20271	HM14_CAEEL	reviewed	Homeobox protein ceh-14	ceh-14 F46C8.5	Caenorhabditis elegans	351
P34326	HM16_CAEEL	reviewed	Homeobox protein engrailed-like ceh-16	ceh-16 C13G5.1	Caenorhabditis elegans	187
P41934	HM18_CAEEL	reviewed	Homeobox protein ceh-18	ceh-18 ZC64.3	Caenorhabditis elegans	542
P26797	HM19_CAEEL	reviewed	Homeobox protein ceh-19	ceh-19 ceh16 F20D12.6	Caenorhabditis elegans	199
Q9NLC2	HM24_CAEEL	reviewed	Homeobox protein ceh-24	ceh-24 F55B12.1	Caenorhabditis elegans	299
P41779	HM20_CAEEL	reviewed	Homeobox protein ceh-20	ceh-20 F31E3.1	Caenorhabditis elegans	338
Q22910	HM31_CAEEL	reviewed	Homeobox protein ceh-31	ceh-31 C33D12.1	Caenorhabditis elegans	260
Q22909	HM30_CAEEL	reviewed	Homeobox protein ceh-30	ceh-30 C33D12.7	Caenorhabditis elegans	237
Q94165	HM34_CAEEL	reviewed	Homeobox protein ceh-34	ceh-34 C10G8.6	Caenorhabditis elegans	256
Q23175	HM32_CAEEL	reviewed	Homeobox protein ceh-32	ceh-32 W05E10.3	Caenorhabditis elegans	439
Q93352	HM36_CAEEL	reviewed	Homeobox protein ceh-36	ceh-36 C37E2.4	Caenorhabditis elegans	254
Q93356	HM37_CAEEL	reviewed	Homeobox protein ceh-37	ceh-37 C37E2.5	Caenorhabditis elegans	278
Q22811	HM21_CAEEL	reviewed	Homeobox protein ceh-21	ceh-21 T26C11.6	Caenorhabditis elegans	495
Q22812	HM39_CAEEL	reviewed	Homeobox protein ceh-39	ceh-39 T26C11.7	Caenorhabditis elegans	399
Q18273	HM43_CAEEL	reviewed	Homeobox protein ceh-43	ceh-43 C28A5.4	Caenorhabditis elegans	273
P41936	HM22_CAEEL	reviewed	Homeobox protein ceh-22	ceh-22 F29F11.5	Caenorhabditis elegans	346
Q19503	HM40_CAEEL	reviewed	Homeobox protein ceh-40	ceh-40 F17A2.5	Caenorhabditis elegans	329
P34663	HM23_CAEEL	reviewed	Homeobox protein ceh-23	ceh-23 ZK652.5	Caenorhabditis elegans	305
Q94166	HM33_CAEEL	reviewed	Homeobox protein ceh-33	ceh-33 C10G8.7	Caenorhabditis elegans	261
Q19720	HM38_CAEEL	reviewed	Homeobox protein ceh-38	ceh-38 F22D3.1	Caenorhabditis elegans	641
P54871	HMCS_CAEEL	reviewed	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	F25B4.6	Caenorhabditis elegans	462
Q09390	HMG12_CAEEL	reviewed	High mobility group protein 1.2	hmg-1.2 F47D12.4	Caenorhabditis elegans	235
P90947	HMP1_CAEEL	reviewed	Protein humpback-1	hmp-1 R13H4.4	Caenorhabditis elegans	927
O44326	HMP2_CAEEL	reviewed	Protein humpback-2	hmp-2 K05C4.6	Caenorhabditis elegans	678
Q967F4	HMR1_CAEEL	reviewed	Cadherin-related hmr-1 (Protein Hammerhead)	hmr-1 W02B9.1	Caenorhabditis elegans	2920
Q23529	HOOK_CAEEL	reviewed	Zygote defective protein 12	zyg-12 ber-1 ZK546.1	Caenorhabditis elegans	777
O02100	HOP1_CAEEL	reviewed	Presenilin hop-1	hop-1 C18E3.8	Caenorhabditis elegans	358
Q9U2M4	HOT_CAEEL	reviewed	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24)	Y38F1A.6	Caenorhabditis elegans	465
Q22633	HPPD_CAEEL	reviewed	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase)	hpd-1 T21C12.2	Caenorhabditis elegans	393
Q20798	HRD1_CAEEL	reviewed	E3 ubiquitin-protein ligase hrd-1 (Suppressor/enhancer of lin-12) (EC 6.3.2.-)	sel-11 hrd-1 F55A11.3	Caenorhabditis elegans	610
Q21642	HRG1_CAEEL	reviewed	Heme transporter hrg-1 (Heme-responsive gene 1 protein) (CeHRG-1)	hrg-1 R02E12.6	Caenorhabditis elegans	194
Q7YTM8	HRG5_CAEEL	reviewed	Heme transporter hrg-5 (Heme-responsive gene 5 protein) (CeHRG-5)	hrg-5 F36H1.9	Caenorhabditis elegans	160
Q20106	HRG4_CAEEL	reviewed	Heme transporter hrg-4 (Heme-responsive gene 4 protein) (CeHRG-4)	hrg-4 F36H1.5	Caenorhabditis elegans	207
Q7YTM7	HRG6_CAEEL	reviewed	Heme transporter hrg-6 (Heme-responsive gene 6 protein) (CeHRG-6)	hrg-6 F36H1.10	Caenorhabditis elegans	161
